date,state,region,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
2020-03-29,Georgia,Jones County,-25,4,,,-38,8
2020-03-29,Georgia,Lamar County,-34,-6,,,-36,
2020-03-29,Georgia,Lanier County,-43,-6,,,-35,
2020-03-29,Georgia,Laurens County,-42,-15,,-27,-31,14
2020-03-29,Georgia,Lee County,-45,-21,,,-28,11
2020-03-29,Georgia,Liberty County,-32,-17,-17,-22,-27,10
2020-03-29,Georgia,Lincoln County,,,,,-27,
2020-03-29,Georgia,Long County,,,,,-30,
2020-03-29,Georgia,Lowndes County,-45,-17,-13,-21,-29,8
2020-03-29,Georgia,Lumpkin County,-35,19,,,-37,6
2020-03-29,Georgia,Macon County,-35,-4,,,-22,
2020-03-29,Georgia,Madison County,-51,-17,,,-24,8
2020-03-29,Georgia,Marion County,,12,,,-27,
2020-03-29,Georgia,McDuffie County,-14,4,,-21,-18,
2020-03-29,Georgia,McIntosh County,-49,0,,,-39,
2020-03-29,Georgia,Meriwether County,-21,-4,,,-26,
2020-03-29,Georgia,Miller County,-58,,,,-30,
2020-03-29,Georgia,Mitchell County,-21,-25,,,-13,
2020-03-29,Georgia,Monroe County,-39,3,11,-35,-32,-2
2020-03-29,Georgia,Montgomery County,,-7,,,-26,
2020-03-29,Georgia,Morgan County,-33,-14,,-27,-30,
2020-03-29,Georgia,Murray County,-18,1,,,-25,13
2020-03-29,Georgia,Muscogee County,-44,-8,19,-56,-29,9
2020-03-29,Georgia,Newton County,-31,-14,-13,,-36,10
2020-03-29,Georgia,Oconee County,-46,-7,,,-37,0
2020-03-29,Georgia,Oglethorpe County,,0,,,-41,
2020-03-29,Georgia,Paulding County,-34,-25,-55,,-36,11
2020-03-29,Georgia,Peach County,-39,-16,,-24,-33,7
2020-03-29,Georgia,Pickens County,-27,-16,,,-30,9
2020-03-29,Georgia,Pierce County,-48,-14,,,-26,
2020-03-29,Georgia,Pike County,-38,3,,,-38,
2020-03-29,Georgia,Polk County,-21,-4,,,-31,12
2020-03-29,Georgia,Pulaski County,-54,-12,,,-31,
2020-03-29,Georgia,Putnam County,-3,2,,-59,-28,
2020-03-29,Georgia,Rabun County,-42,-2,37,,-40,
2020-03-29,Georgia,Randolph County,-64,,,,-32,
2020-03-29,Georgia,Richmond County,-40,-5,26,-51,-31,8
2020-03-29,Georgia,Rockdale County,-43,-11,-18,,-39,12
2020-03-29,Georgia,Schley County,,,,,-36,
2020-03-29,Georgia,Screven County,-37,0,,,-29,
2020-03-29,Georgia,Seminole County,-7,-18,,,-22,
2020-03-29,Georgia,Spalding County,-27,-13,,,-31,8
2020-03-29,Georgia,Stephens County,-24,-9,,,-27,1
2020-03-29,Georgia,Sumter County,-29,-25,,,-21,1
2020-03-29,Georgia,Talbot County,,,-9,,-29,
2020-03-29,Georgia,Tattnall County,-32,3,,,-23,
2020-03-29,Georgia,Taylor County,,4,,,-15,
2020-03-29,Georgia,Telfair County,-55,0,,,-28,
2020-03-29,Georgia,Terrell County,-27,-17,,,-33,
2020-03-29,Georgia,Thomas County,-35,-9,,,-28,15
2020-03-29,Georgia,Tift County,-40,-26,,-24,-25,14
2020-03-29,Georgia,Toombs County,-31,-12,,,-23,-2
2020-03-29,Georgia,Towns County,-38,-3,,,-22,
2020-03-29,Georgia,Treutlen County,,-4,,,-26,
2020-03-29,Georgia,Troup County,-36,-10,,-28,-27,10
2020-03-29,Georgia,Turner County,-61,23,,-22,-23,
2020-03-29,Georgia,Twiggs County,,,,,-36,
2020-03-29,Georgia,Union County,-30,11,22,,-36,
2020-03-29,Georgia,Upson County,-25,-8,,,-36,-4
2020-03-29,Georgia,Walker County,-20,7,-28,,-28,15
2020-03-29,Georgia,Walton County,-28,7,,,-35,9
2020-03-29,Georgia,Ware County,-39,-18,,,-23,11
2020-03-29,Georgia,Warren County,,,,,-32,
2020-03-29,Georgia,Washington County,-12,-31,,,-13,
2020-03-29,Georgia,Wayne County,-30,-8,,,-33,-2
2020-03-29,Georgia,White County,-43,-2,-16,,-29,9
2020-03-29,Georgia,Whitfield County,-34,-7,-45,-23,-25,9
2020-03-29,Georgia,Wilcox County,,13,,,-24,
2020-03-29,Georgia,Wilkes County,-31,-14,,,-22,
2020-03-29,Georgia,Wilkinson County,,0,,,-24,
2020-03-29,Georgia,Worth County,-28,-9,,,-28,
2020-03-29,Hawaii,Total,-56,-36,-65,-72,-45,16
2020-03-29,Hawaii,Hawaii County,-61,-47,-77,-84,-41,15
2020-03-29,Hawaii,Honolulu County,-53,-32,-58,-69,-44,16
2020-03-29,Hawaii,Kauai County,-69,-53,-74,-83,-48,26
2020-03-29,Hawaii,Maui County,-64,-40,-73,-85,-54,17
2020-03-29,Idaho,Total,-42,-18,25,-34,-38,10
2020-03-29,Idaho,Ada County,-49,-23,33,-54,-43,11
2020-03-29,Idaho,Bannock County,-39,-24,-6,-28,-37,9
2020-03-29,Idaho,Bear Lake County,-53,,,,-36,
2020-03-29,Idaho,Benewah County,-65,4,,,-35,
2020-03-29,Idaho,Bingham County,-21,-13,,,-38,14
2020-03-29,Idaho,Blaine County,-83,-48,,-49,-62,
2020-03-29,Idaho,Boise County,-62,,-50,,-48,
2020-03-29,Idaho,Bonner County,-40,-34,-22,,-38,14
2020-03-29,Idaho,Bonneville County,-38,-11,59,-21,-34,9
2020-03-29,Idaho,Boundary County,-23,-9,,,-18,
2020-03-29,Idaho,Canyon County,-41,-15,35,-15,-37,9
2020-03-29,Idaho,Caribou County,-50,-2,,,-27,
2020-03-29,Idaho,Cassia County,-7,-10,,,-26,0
2020-03-29,Idaho,Clearwater County,-61,0,,,-28,
2020-03-29,Idaho,Elmore County,-35,-9,,-25,-29,14
2020-03-29,Idaho,Franklin County,-6,-4,,,-27,
2020-03-29,Idaho,Fremont County,-36,-5,-33,,-57,
2020-03-29,Idaho,Gem County,-20,-25,,,-34,
2020-03-29,Idaho,Gooding County,-42,-10,,,-21,
2020-03-29,Idaho,Idaho County,-60,-12,,,-46,
2020-03-29,Idaho,Jefferson County,-39,-10,-56,,-45,9
2020-03-29,Idaho,Jerome County,-8,-44,,-13,-27,6
2020-03-29,Idaho,Kootenai County,-42,-20,26,-18,-40,10
2020-03-29,Idaho,Latah County,-54,-33,,,-47,20
2020-03-29,Idaho,Lemhi County,-26,-20,,,-28,
2020-03-29,Idaho,Lincoln County,,,,,-44,
2020-03-29,Idaho,Madison County,-29,-19,,,-59,20
2020-03-29,Idaho,Minidoka County,-43,10,,-11,-33,1
2020-03-29,Idaho,Nez Perce County,-46,-14,-24,-55,-31,18
2020-03-29,Idaho,Oneida County,,,,,-42,
2020-03-29,Idaho,Owyhee County,-14,13,,,-20,
2020-03-29,Idaho,Payette County,-33,-10,,,-26,5
2020-03-29,Idaho,Power County,,-7,,,-34,
2020-03-29,Idaho,Shoshone County,-31,4,,,-31,
2020-03-29,Idaho,Teton County,-73,-20,,,-47,
2020-03-29,Idaho,Twin Falls County,-43,-13,-6,,-25,8
2020-03-29,Idaho,Valley County,-86,-58,-57,,-60,
2020-03-29,Idaho,Washington County,-23,-15,,,-39,
2020-03-29,Illinois,Total,-53,-24,-29,-55,-39,13
2020-03-29,Illinois,Adams County,-42,-15,,-30,-27,16
2020-03-29,Illinois,Alexander County,,,,,-30,
2020-03-29,Illinois,Bond County,-36,-2,,-5,-21,
2020-03-29,Illinois,Boone County,-41,-23,,-65,-38,21
2020-03-29,Illinois,Bureau County,-43,-9,,,-25,3
2020-03-29,Illinois,Carroll County,-60,-9,,,-32,
2020-03-29,Illinois,Cass County,-21,-10,,,-6,
2020-03-29,Illinois,Champaign County,-54,-29,44,-48,-40,13
2020-03-29,Illinois,Christian County,-31,-30,,,-20,9
2020-03-29,Illinois,Clark County,-28,,,-15,-32,
2020-03-29,Illinois,Clay County,-25,,,,-27,
2020-03-29,Illinois,Clinton County,-28,-4,,,-29,14
2020-03-29,Illinois,Coles County,-35,-11,,,-27,18
2020-03-29,Illinois,Cook County,-58,-26,-45,-63,-45,15
2020-03-29,Illinois,Crawford County,-24,2,,,-27,
2020-03-29,Illinois,Cumberland County,-65,,,-23,-33,
2020-03-29,Illinois,De Witt County,-65,-29,,,-22,
2020-03-29,Illinois,DeKalb County,-52,-20,,,-37,14
2020-03-29,Illinois,Douglas County,-53,-3,,,-30,
2020-03-29,Illinois,DuPage County,-60,-29,-42,-51,-45,15
2020-03-29,Illinois,Edgar County,-25,-20,,,-38,
2020-03-29,Illinois,Edwards County,,,,,-39,
2020-03-29,Illinois,Effingham County,-42,-2,,-26,-36,12
2020-03-29,Illinois,Fayette County,-33,-16,,,-19,
2020-03-29,Illinois,Ford County,-59,-18,,,-22,
2020-03-29,Illinois,Franklin County,-17,9,,-34,-28,14
2020-03-29,Illinois,Fulton County,-37,-19,,,-26,17
2020-03-29,Illinois,Greene County,-46,-2,,,-21,
2020-03-29,Illinois,Grundy County,-43,-24,,-22,-34,19
2020-03-29,Illinois,Hamilton County,-50,,,,-33,
2020-03-29,Illinois,Hancock County,-44,-16,,,-24,
2020-03-29,Illinois,Henderson County,,,,,-23,
2020-03-29,Illinois,Henry County,-44,-18,,-35,-31,18
2020-03-29,Illinois,Iroquois County,-38,-2,,-39,-24,3
2020-03-29,Illinois,Jackson County,-47,-14,22,,-33,18
2020-03-29,Illinois,Jasper County,-41,,,,-27,
2020-03-29,Illinois,Jefferson County,-37,-21,,-10,-39,14
2020-03-29,Illinois,Jersey County,-39,10,,,-23,
2020-03-29,Illinois,Jo Daviess County,-59,-13,,,-38,
2020-03-29,Illinois,Johnson County,-22,,-20,,-35,
2020-03-29,Illinois,Kane County,-57,-27,-20,-46,-39,14
2020-03-29,Illinois,Kankakee County,-48,-20,,-15,-29,11
2020-03-29,Illinois,Kendall County,-46,-28,-25,,-38,17
2020-03-29,Illinois,Knox County,-50,3,,-31,-32,16
2020-03-29,Illinois,LaSalle County,-53,0,-62,-18,-32,11
2020-03-29,Illinois,Lake County,-57,-25,-36,-58,-41,14
2020-03-29,Illinois,Lawrence County,-17,,,,-17,
2020-03-29,Illinois,Lee County,-39,-18,,,-24,13
2020-03-29,Illinois,Livingston County,-44,-1,,,-27,17
2020-03-29,Illinois,Logan County,-40,-31,,,-25,6
2020-03-29,Illinois,Macon County,-43,-14,,-20,-30,10
2020-03-29,Illinois,Macoupin County,-40,1,,,-30,17
2020-03-29,Illinois,Madison County,-39,-17,58,-24,-34,10
2020-03-29,Illinois,Marion County,-39,-5,,,-33,14
2020-03-29,Illinois,Marshall County,-72,,,,-39,
2020-03-29,Illinois,Mason County,-32,4,,,-27,
2020-03-29,Illinois,Massac County,-48,-18,,,-22,
2020-03-29,Illinois,McDonough County,-40,-13,,,-28,0
2020-03-29,Illinois,McHenry County,-54,-23,-26,-61,-38,13
2020-03-29,Illinois,McLean County,-53,-28,1,-37,-41,12
2020-03-29,Illinois,Menard County,-62,,,,-42,
2020-03-29,Illinois,Mercer County,-63,,,,-33,
2020-03-29,Illinois,Monroe County,-37,-12,,,-33,16
2020-03-29,Illinois,Montgomery County,-37,-13,,,-28,1
2020-03-29,Illinois,Morgan County,-39,-3,,-14,-34,6
2020-03-29,Illinois,Moultrie County,-56,,,,-26,
2020-03-29,Illinois,Ogle County,-46,-9,,,-27,17
2020-03-29,Illinois,Peoria County,-50,-19,-16,-45,-35,11
2020-03-29,Illinois,Perry County,-35,-4,,,-28,
2020-03-29,Illinois,Piatt County,-55,,,,-26,
2020-03-29,Illinois,Pike County,-36,-11,,,-19,
2020-03-29,Illinois,Pulaski County,,,,,-33,
2020-03-29,Illinois,Putnam County,,,,,-38,
2020-03-29,Illinois,Randolph County,-24,9,,,-24,10
2020-03-29,Illinois,Richland County,-32,-11,,,-19,
2020-03-29,Illinois,Rock Island County,-50,0,-55,-57,-36,10
2020-03-29,Illinois,Saline County,-20,1,,,-24,
2020-03-29,Illinois,Sangamon County,-47,-18,31,-38,-36,10
2020-03-29,Illinois,Schuyler County,-55,,,,-29,
2020-03-29,Illinois,Shelby County,-20,,,,-31,
2020-03-29,Illinois,St. Clair County,-45,-13,52,-26,-34,10
2020-03-29,Illinois,Stark County,,,,,-36,
2020-03-29,Illinois,Stephenson County,-44,-27,,,-30,17
2020-03-29,Illinois,Tazewell County,-41,-9,-15,,-33,11
2020-03-29,Illinois,Union County,-8,-5,,,-23,
2020-03-29,Illinois,Vermilion County,-39,-15,,-31,-26,9
2020-03-29,Illinois,Wabash County,-33,-17,,,-32,
2020-03-29,Illinois,Warren County,-48,0,,,-20,
2020-03-29,Illinois,Washington County,-58,0,,,-40,
2020-03-29,Illinois,Wayne County,-30,-8,,,-24,
2020-03-29,Illinois,White County,-23,-7,,,-23,
2020-03-29,Illinois,Whiteside County,-53,-24,,,-30,18
2020-03-29,Illinois,Will County,-54,-27,-36,-28,-36,14
2020-03-29,Illinois,Williamson County,-33,-15,-45,-16,-32,17
2020-03-29,Illinois,Winnebago County,-47,-30,-40,-40,-36,11
2020-03-29,Illinois,Woodford County,-61,-5,,,-34,15
2020-03-29,Indiana,Total,-48,-25,24,-34,-36,11
2020-03-29,Indiana,Adams County,-43,-25,,,-33,8
2020-03-29,Indiana,Allen County,-54,-36,13,-44,-39,12
2020-03-29,Indiana,Bartholomew County,-49,-30,10,-28,-45,26
2020-03-29,Indiana,Benton County,,,,,-42,
2020-03-29,Indiana,Blackford County,-51,-17,,,-24,
2020-03-29,Indiana,Boone County,-51,-28,,-19,-39,26
2020-03-29,Indiana,Brown County,-68,-4,,,-37,
2020-03-29,Indiana,Carroll County,-52,-14,,,-38,
2020-03-29,Indiana,Cass County,-38,-17,,,-34,18
2020-03-29,Indiana,Clark County,-48,-10,64,-14,-36,10
2020-03-29,Indiana,Clay County,-33,-35,,-21,-32,-1
2020-03-29,Indiana,Clinton County,-36,-30,,,-30,19
2020-03-29,Indiana,Crawford County,-58,-16,,-38,-36,
2020-03-29,Indiana,Daviess County,-40,-5,,,-25,8
2020-03-29,Indiana,DeKalb County,-50,-18,,,-34,22
2020-03-29,Indiana,Dearborn County,-35,-11,,,-42,22
2020-03-29,Indiana,Decatur County,-45,-26,,-35,-43,11
2020-03-29,Indiana,Delaware County,-52,-28,,1,-36,10
2020-03-29,Indiana,Dubois County,-40,-19,,,-29,21
2020-03-29,Indiana,Elkhart County,-43,-35,18,-19,-35,10
2020-03-29,Indiana,Fayette County,-32,-21,,,-35,6
2020-03-29,Indiana,Floyd County,-39,-21,,,-38,21
2020-03-29,Indiana,Fountain County,-65,-10,,,-36,
2020-03-29,Indiana,Franklin County,-38,-28,,,-36,
2020-03-29,Indiana,Fulton County,-33,-19,,-54,-31,
2020-03-29,Indiana,Gibson County,-35,-19,,-29,-29,11
2020-03-29,Indiana,Grant County,-46,-17,,-13,-22,17
2020-03-29,Indiana,Greene County,-33,-23,,,-29,5
2020-03-29,Indiana,Hamilton County,-58,-31,38,,-47,13
2020-03-29,Indiana,Hancock County,-46,9,,-12,-38,24
2020-03-29,Indiana,Harrison County,-44,-8,,,-30,20
2020-03-29,Indiana,Hendricks County,-47,-26,-13,-19,-39,12
2020-03-29,Indiana,Henry County,-32,-19,,-28,-31,21
2020-03-29,Indiana,Howard County,-56,-36,,,-47,14
2020-03-29,Indiana,Huntington County,-47,-29,,-46,-34,21
2020-03-29,Indiana,Jackson County,-24,-55,,-6,-41,22
2020-03-29,Indiana,Jasper County,-44,-24,,-22,-33,15
2020-03-29,Indiana,Jay County,-40,-35,,,-22,
2020-03-29,Indiana,Jefferson County,-37,-1,,,-23,14
2020-03-29,Indiana,Jennings County,-26,-11,,,-37,12
2020-03-29,Indiana,Johnson County,-51,-22,-5,-24,-37,11
2020-03-29,Indiana,Knox County,-44,-15,,,-31,14
2020-03-29,Indiana,Kosciusko County,-52,-24,,,-33,23
2020-03-29,Indiana,LaGrange County,-70,-25,-46,-32,-36,9
2020-03-29,Indiana,LaPorte County,-49,-24,-23,-43,-32,10
2020-03-29,Indiana,Lake County,-52,-27,-18,-25,-38,13
2020-03-29,Indiana,Lawrence County,-41,-23,,,-34,17
2020-03-29,Indiana,Madison County,-44,-12,,-27,-35,10
2020-03-29,Indiana,Marion County,-52,-27,17,-49,-38,11
2020-03-29,Indiana,Marshall County,-48,-19,,-26,-25,21
2020-03-29,Indiana,Martin County,-40,-4,,,-36,
2020-03-29,Indiana,Miami County,-43,-27,,,-39,16
2020-03-29,Indiana,Monroe County,-53,-33,39,-40,-42,12
2020-03-29,Indiana,Montgomery County,-40,-25,,-35,-31,16
2020-03-29,Indiana,Morgan County,-39,-12,,,-32,20
2020-03-29,Indiana,Newton County,-45,,,,-27,
2020-03-29,Indiana,Noble County,-42,-26,,,-42,23
2020-03-29,Indiana,Ohio County,,,,,-53,
2020-03-29,Indiana,Orange County,-41,-19,,,-45,
2020-03-29,Indiana,Owen County,-30,-21,,,-29,
2020-03-29,Indiana,Parke County,-44,-2,,,-37,
2020-03-29,Indiana,Perry County,-59,-4,,,-45,
2020-03-29,Indiana,Pike County,-54,-7,,,-39,
2020-03-29,Indiana,Porter County,-54,-28,20,-39,-34,13
2020-03-29,Indiana,Posey County,-25,6,,,-22,-1
2020-03-29,Indiana,Pulaski County,-33,-23,,,-34,
2020-03-29,Indiana,Putnam County,-45,-31,,,-26,11
2020-03-29,Indiana,Randolph County,-24,-14,,,-28,8
2020-03-29,Indiana,Ripley County,-46,-18,,,-27,0
2020-03-29,Indiana,Rush County,-44,-11,,,-35,
2020-03-29,Indiana,Scott County,-30,-8,,,-33,3
2020-03-29,Indiana,Shelby County,-46,-18,,-43,-32,21
2020-03-29,Indiana,Spencer County,-45,15,,,-24,
2020-03-29,Indiana,St. Joseph County,-53,-26,-17,-37,-35,11
2020-03-29,Indiana,Starke County,-50,-10,,,-25,
2020-03-29,Indiana,Steuben County,-49,-32,,-29,-37,19
2020-03-29,Indiana,Sullivan County,-38,-17,,,-20,
2020-03-29,Indiana,Switzerland County,,-34,,,-44,
2020-03-29,Indiana,Tippecanoe County,-57,-37,5,-27,-41,12
2020-03-29,Indiana,Tipton County,-46,-22,,,-33,
2020-03-29,Indiana,Union County,-55,,,,-39,
2020-03-29,Indiana,Vanderburgh County,-41,-16,-16,-53,-29,10
2020-03-29,Indiana,Vermillion County,-34,4,,-32,-20,
2020-03-29,Indiana,Vigo County,-47,-24,-12,-9,-36,9
2020-03-29,Indiana,Wabash County,-50,-36,,,-26,8
2020-03-29,Indiana,Warren County,,,,,-32,
2020-03-29,Indiana,Warrick County,-23,-1,,,-30,22
2020-03-29,Indiana,Washington County,-27,-22,,,-25,11
2020-03-29,Indiana,Wayne County,-48,-30,,-18,-32,12
2020-03-29,Indiana,Wells County,-35,-12,,,-29,11
2020-03-29,Indiana,White County,-38,-12,,-22,-39,6
2020-03-29,Indiana,Whitley County,-45,-34,,,-32,22
2020-03-29,Iowa,Total,-43,-10,41,-28,-29,10
2020-03-29,Iowa,Adair County,-46,-3,,,-33,
2020-03-29,Iowa,Allamakee County,-57,-27,,,-22,
2020-03-29,Iowa,Appanoose County,-21,26,,,-24,
2020-03-29,Iowa,Audubon County,,,,,-28,
2020-03-29,Iowa,Benton County,-54,-10,,,-33,8
2020-03-29,Iowa,Black Hawk County,-46,-23,11,-14,-30,10
2020-03-29,Iowa,Boone County,-32,-21,,,-22,14
2020-03-29,Iowa,Bremer County,-36,-24,,,-34,-1
2020-03-29,Iowa,Buchanan County,-39,-13,,,-23,
2020-03-29,Iowa,Buena Vista County,-28,-6,,,-13,
2020-03-29,Iowa,Butler County,,-15,,,-30,
2020-03-29,Iowa,Calhoun County,,-12,,,-29,
2020-03-29,Iowa,Carroll County,-34,-4,,,-29,
2020-03-29,Iowa,Cass County,-23,-6,,,-16,
2020-03-29,Iowa,Cedar County,-44,-23,,14,-18,
2020-03-29,Iowa,Cerro Gordo County,-46,-13,,-44,-29,17
2020-03-29,Iowa,Cherokee County,-75,,,,-20,
2020-03-29,Iowa,Chickasaw County,-56,-28,,,-25,
2020-03-29,Iowa,Clarke County,-30,,,-29,-17,
2020-03-29,Iowa,Clay County,-27,-18,,,-17,
2020-03-29,Iowa,Clayton County,-61,-12,,,-19,
2020-03-29,Iowa,Clinton County,-41,18,,,-24,16
2020-03-29,Iowa,Crawford County,-34,,,,-23,
2020-03-29,Iowa,Dallas County,-60,-40,,,-34,25
2020-03-29,Iowa,Davis County,-64,,,,-21,
2020-03-29,Iowa,Decatur County,,,,,-25,
2020-03-29,Iowa,Delaware County,-40,-20,,,-22,
2020-03-29,Iowa,Des Moines County,-40,-7,,-32,-24,14
2020-03-29,Iowa,Dickinson County,-29,-2,-50,,-20,
2020-03-29,Iowa,Dubuque County,-53,-9,-25,-63,-34,15
2020-03-29,Iowa,Emmet County,-42,11,,,-32,
2020-03-29,Iowa,Fayette County,-36,-11,,,-20,
2020-03-29,Iowa,Floyd County,-40,-21,,-9,-16,
2020-03-29,Iowa,Franklin County,-47,-16,,,-25,
2020-03-29,Iowa,Fremont County,-65,-9,,-16,-15,
2020-03-29,Iowa,Greene County,-51,2,,,-31,
2020-03-29,Iowa,Grundy County,-70,-33,,,-29,
2020-03-29,Iowa,Guthrie County,,,,,-34,
2020-03-29,Iowa,Hamilton County,-27,-6,,-39,-6,
2020-03-29,Iowa,Hancock County,,-22,,,-34,
2020-03-29,Iowa,Hardin County,-52,15,,,-25,
2020-03-29,Iowa,Harrison County,-26,0,,,-19,
2020-03-29,Iowa,Henry County,-28,-17,,-17,-30,
2020-03-29,Iowa,Howard County,-69,-5,,,-21,
2020-03-29,Iowa,Humboldt County,-45,-7,,,-32,
2020-03-29,Iowa,Ida County,-57,,,,-22,
2020-03-29,Iowa,Iowa County,-80,-9,,,-41,
2020-03-29,Iowa,Jackson County,-37,-10,,,-24,
2020-03-29,Iowa,Jasper County,-40,60,,5,-22,11
2020-03-29,Iowa,Jefferson County,-40,,,,-34,
2020-03-29,Iowa,Johnson County,-58,-36,-6,-24,-36,13
2020-03-29,Iowa,Jones County,-43,4,,,-30,
2020-03-29,Iowa,Keokuk County,-66,,,,-21,
2020-03-29,Iowa,Kossuth County,-70,47,,,-21,
2020-03-29,Iowa,Lee County,-24,-13,,,-14,14
2020-03-29,Iowa,Linn County,-52,-7,2,-55,-36,11
2020-03-29,Iowa,Louisa County,,,,,-18,
2020-03-29,Iowa,Lucas County,-59,6,,,-16,
2020-03-29,Iowa,Lyon County,-66,,,,-24,
2020-03-29,Iowa,Madison County,-53,33,,,-25,
2020-03-29,Iowa,Mahaska County,-31,,,,-22,
2020-03-29,Iowa,Marion County,-17,26,,,-19,13
2020-03-29,Iowa,Marshall County,-36,-15,,,-29,14
2020-03-29,Iowa,Mills County,-6,,,,-20,
2020-03-29,Iowa,Mitchell County,-73,,,,-28,
2020-03-29,Iowa,Monona County,-35,,,,-30,
2020-03-29,Iowa,Monroe County,-51,,,,-26,
2020-03-29,Iowa,Montgomery County,-56,2,,,-23,
2020-03-29,Iowa,Muscatine County,-42,33,,,-28,16
2020-03-29,Iowa,O'Brien County,-22,-6,,,-4,
2020-03-29,Iowa,Osceola County,,,,,-25,
2020-03-29,Iowa,Page County,-35,,,,-22,
2020-03-29,Iowa,Palo Alto County,-73,-55,,,-30,
2020-03-29,Iowa,Plymouth County,-26,6,,,-30,8
2020-03-29,Iowa,Pocahontas County,,,,,-26,
2020-03-29,Iowa,Polk County,-44,-9,66,-45,-34,10
2020-03-29,Iowa,Pottawattamie County,-33,2,14,-4,-30,7
2020-03-29,Iowa,Poweshiek County,-36,-15,,-18,-28,
2020-03-29,Iowa,Sac County,,,,,-22,
2020-03-29,Iowa,Scott County,-50,-22,-1,-24,-31,11
2020-03-29,Iowa,Shelby County,-17,-5,,,-25,
2020-03-29,Iowa,Sioux County,-25,4,,,-23,19
2020-03-29,Iowa,Story County,-50,-29,,-38,-43,22
2020-03-29,Iowa,Tama County,-44,-18,,,-36,
2020-03-29,Iowa,Taylor County,,,,,-18,
2020-03-29,Iowa,Union County,-14,,,,-29,
2020-03-29,Iowa,Van Buren County,,-7,,,-13,
2020-03-29,Iowa,Wapello County,-33,8,,,-18,10
2020-03-29,Iowa,Warren County,-28,-13,,,-32,15
2020-03-29,Iowa,Washington County,-41,-19,,,-30,-3
2020-03-29,Iowa,Wayne County,,,,,-25,
2020-03-29,Iowa,Webster County,-33,22,,,-24,15
2020-03-29,Iowa,Winnebago County,-53,-18,,,-36,
2020-03-29,Iowa,Winneshiek County,-56,-33,,,-33,
2020-03-29,Iowa,Woodbury County,-34,-3,,-13,-26,8
2020-03-29,Iowa,Worth County,,-42,,,-31,
2020-03-29,Iowa,Wright County,-57,-4,,,-8,
2020-03-29,Kansas,Total,-36,-14,72,-20,-30,9
2020-03-29,Kansas,Allen County,-19,-2,,,-14,
2020-03-29,Kansas,Anderson County,-18,,,,-27,
2020-03-29,Kansas,Atchison County,-24,,,,-27,
2020-03-29,Kansas,Barton County,-12,3,,,-15,-1
2020-03-29,Kansas,Bourbon County,-38,-21,,,-29,
2020-03-29,Kansas,Brown County,8,0,,,-20,
2020-03-29,Kansas,Butler County,-19,-11,-46,,-25,15
2020-03-29,Kansas,Cherokee County,5,16,,,-23,-4
2020-03-29,Kansas,Clay County,-16,-22,,,-27,
2020-03-29,Kansas,Cloud County,-27,,,,-20,
2020-03-29,Kansas,Coffey County,-67,-24,,-29,-35,
2020-03-29,Kansas,Cowley County,-17,5,,,-28,12
2020-03-29,Kansas,Crawford County,-42,-29,,,-22,15
2020-03-29,Kansas,Dickinson County,-29,-4,,-9,-24,
2020-03-29,Kansas,Doniphan County,,,,,-24,
2020-03-29,Kansas,Douglas County,-50,-20,88,-26,-38,11
2020-03-29,Kansas,Ellis County,-34,-19,,-17,-14,-1
2020-03-29,Kansas,Ellsworth County,,,,,-16,
2020-03-29,Kansas,Finney County,-24,2,,-24,-15,12
2020-03-29,Kansas,Ford County,-21,-1,,-8,-16,11
2020-03-29,Kansas,Franklin County,-30,-27,,-17,-20,15
2020-03-29,Kansas,Geary County,-38,-18,,,-33,15
2020-03-29,Kansas,Grant County,-20,,,,-14,
2020-03-29,Kansas,Greenwood County,,,,,-27,
2020-03-29,Kansas,Harper County,-61,,,,,
2020-03-29,Kansas,Harvey County,-13,-1,,-38,-31,14
2020-03-29,Kansas,Jackson County,-24,-33,,,-35,
2020-03-29,Kansas,Jefferson County,-62,13,,,-31,
2020-03-29,Kansas,Johnson County,-42,-24,192,-20,-40,12
2020-03-29,Kansas,Kingman County,-51,,,,-28,
2020-03-29,Kansas,Labette County,-13,0,,,-6,
2020-03-29,Kansas,Leavenworth County,-30,-19,,-43,-32,17
2020-03-29,Kansas,Linn County,,,,,-17,
2020-03-29,Kansas,Lyon County,-41,-27,,-31,-23,15
2020-03-29,Kansas,Marion County,-32,,,,-28,
2020-03-29,Kansas,Marshall County,-15,,,,-13,
2020-03-29,Kansas,McPherson County,-32,-9,,-16,-26,13
2020-03-29,Kansas,Miami County,-19,-16,,,-28,16
2020-03-29,Kansas,Mitchell County,-73,,,,-24,
2020-03-29,Kansas,Montgomery County,-8,13,,,1,9
2020-03-29,Kansas,Morris County,,,,,-29,
2020-03-29,Kansas,Nemaha County,-40,,,,-15,
2020-03-29,Kansas,Neosho County,-11,15,,-22,-18,
2020-03-29,Kansas,Osage County,-51,-7,,,-12,
2020-03-29,Kansas,Ottawa County,,,,,-24,
2020-03-29,Kansas,Pawnee County,-22,2,,,-26,
2020-03-29,Kansas,Pottawatomie County,-37,-26,,,-31,2
2020-03-29,Kansas,Pratt County,-8,-2,,,-20,
2020-03-29,Kansas,Reno County,-28,-11,,-16,-25,10
2020-03-29,Kansas,Rice County,-26,10,,,-27,
2020-03-29,Kansas,Riley County,-58,-34,-50,,-38,20
