date,country,region,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
2020-03-29,United Kingdom,Nottinghamshire,-90,-45,-58,-80,-56,15
2020-03-29,United Kingdom,Orkney,-85,-40,,,-61,
2020-03-29,United Kingdom,Oxfordshire,-87,-45,-48,-79,-58,17
2020-03-29,United Kingdom,Pembrokeshire,-87,-49,-62,-61,-47,18
2020-03-29,United Kingdom,Perth and Kinross,-86,-46,-39,-65,-54,27
2020-03-29,United Kingdom,Peterborough,-80,-45,-36,-77,-43,17
2020-03-29,United Kingdom,Plymouth,-87,-50,-43,-70,-54,18
2020-03-29,United Kingdom,Portsmouth,-88,-43,-46,-71,-54,19
2020-03-29,United Kingdom,Powys,-88,-50,-56,-63,-51,23
2020-03-29,United Kingdom,Reading,-89,-50,-41,-84,-55,32
2020-03-29,United Kingdom,Redcar and Cleveland,-88,-44,-63,-62,-50,23
2020-03-29,United Kingdom,Renfrewshire,-86,-39,14,-84,-58,29
2020-03-29,United Kingdom,Rhondda Cynon Taff,-80,-41,-47,-52,-50,19
2020-03-29,United Kingdom,Rutland,-100,-37,-70,,-57,
2020-03-29,United Kingdom,Scottish Borders,-88,-46,-39,-44,-51,20
2020-03-29,United Kingdom,Shetland Islands,-85,-49,,-54,-60,
2020-03-29,United Kingdom,Shropshire,-85,-49,-56,-70,-50,14
2020-03-29,United Kingdom,Slough,-80,-45,-45,-78,-54,29
2020-03-29,United Kingdom,Somerset,-86,-48,-56,-73,-49,14
2020-03-29,United Kingdom,South Ayrshire Council,-88,-42,-35,-62,-56,20
2020-03-29,United Kingdom,South Gloucestershire,-81,-45,-30,-64,-52,20
2020-03-29,United Kingdom,South Lanarkshire,-78,-38,-6,-57,-54,14
2020-03-29,United Kingdom,South Yorkshire,-86,-43,-47,-71,-53,15
2020-03-29,United Kingdom,Southampton,-87,-41,-57,-71,-54,19
2020-03-29,United Kingdom,Southend-on-Sea,-89,-39,-63,-79,-57,28
2020-03-29,United Kingdom,Staffordshire,-85,-44,-54,-73,-54,14
2020-03-29,United Kingdom,Stirling,-85,-49,-49,-76,-62,11
2020-03-29,United Kingdom,Stockton-on-Tees,-84,-47,-60,-69,-52,25
2020-03-29,United Kingdom,Stoke-on-Trent,-84,-44,-41,-70,-49,14
2020-03-29,United Kingdom,Suffolk,-87,-51,-67,-69,-54,15
2020-03-29,United Kingdom,Surrey,-85,-44,-57,-74,-59,17
2020-03-29,United Kingdom,Swansea,-84,-50,-51,-67,-54,19
2020-03-29,United Kingdom,Swindon,-83,-44,-30,-69,-52,28
2020-03-29,United Kingdom,Thurrock,-88,-53,-51,-59,-50,29
2020-03-29,United Kingdom,Torbay,-86,-44,-58,-68,-55,24
2020-03-29,United Kingdom,Torfaen Principal Area,-82,-37,,-54,-53,24
2020-03-29,United Kingdom,Tyne and Wear,-85,-47,-58,-74,-57,15
2020-03-29,United Kingdom,Vale of Glamorgan,-84,-49,-59,-70,-54,27
2020-03-29,United Kingdom,Warrington,-86,-42,-29,-68,-52,27
2020-03-29,United Kingdom,Warwickshire,-86,-44,-56,-72,-54,15
2020-03-29,United Kingdom,West Berkshire,-88,-49,-41,-82,-58,29
2020-03-29,United Kingdom,West Dunbartonshire Council,-75,-43,,-54,-51,23
2020-03-29,United Kingdom,West Lothian,-74,-29,-29,-52,-50,27
2020-03-29,United Kingdom,West Midlands,-84,-45,-45,-78,-57,15
2020-03-29,United Kingdom,West Sussex,-85,-46,-53,-85,-56,15
2020-03-29,United Kingdom,West Yorkshire,-84,-44,-49,-74,-55,15
2020-03-29,United Kingdom,Wiltshire,-84,-45,-56,-70,-54,15
2020-03-29,United Kingdom,Windsor and Maidenhead,-88,-42,-74,-79,-63,31
2020-03-29,United Kingdom,Wokingham,-81,-52,-26,-66,-61,32
2020-03-29,United Kingdom,Worcestershire,-86,-47,-44,-71,-55,14
2020-03-29,United Kingdom,Wrexham Principal Area,-83,-43,-45,-64,-48,24
2020-03-29,United Kingdom,York,-90,-50,-64,-84,-65,29
2020-03-29,Georgia,Total,-67,-36,-24,-53,-38,12
2020-03-29,Ghana,Total,-15,8,-15,-15,3,9
2020-03-29,Greece,Total,-80,-41,-55,-76,-53,20
2020-03-29,Guatemala,Total,-67,-39,-53,-69,-39,19
2020-03-29,Guinea-Bissau,Total,-50,,,,-27,
2020-03-29,Hong Kong,Total,-35,-7,-43,-45,-24,16
2020-03-29,Honduras,Total,-81,-64,-59,-74,-46,20
2020-03-29,Croatia,Total,-82,-57,-45,-74,-50,15
2020-03-29,Croatia,Bjelovar-Bilogora County,-85,-58,-23,-70,-46,20
2020-03-29,Croatia,Brod-Posavina County,-81,-59,,-83,-51,23
2020-03-29,Croatia,City of Zagreb,-85,-61,-51,-76,-51,16
2020-03-29,Croatia,Dubrovnik-Neretva County,-78,-54,-29,-66,-52,22
2020-03-29,Croatia,Istria County,-74,-55,-35,-76,-45,15
2020-03-29,Croatia,Karlovac County,-83,-56,-16,-66,-48,30
2020-03-29,Croatia,Koprivnica-Križevci County,-81,-58,,,-44,25
2020-03-29,Croatia,Krapina-Zagorje County,-87,-63,,-72,-48,34
2020-03-29,Croatia,Lika-Senj County,-73,-44,-58,-83,-46,
2020-03-29,Croatia,Međimurje County,-86,-64,,-84,-54,27
2020-03-29,Croatia,Osijek-Baranja County,-83,-54,-14,-73,-47,17
2020-03-29,Croatia,Požega-Slavonia County,-83,-58,,-75,-49,0
2020-03-29,Croatia,Primorje-Gorski Kotar County,-82,-58,-47,-81,-48,15
2020-03-29,Croatia,Sisak-Moslavina County,-76,-61,-51,-71,-43,27
2020-03-29,Croatia,Split-Dalmatia County,-83,-52,-33,-76,-55,17
2020-03-29,Croatia,Varaždin County,-86,-61,-62,-83,-50,30
2020-03-29,Croatia,Virovitica-Podravina County,-80,-53,,-79,-46,1
2020-03-29,Croatia,Vukovar-Srijem County,-81,-52,,-70,-48,24
2020-03-29,Croatia,Zadar County,-77,-51,-19,-75,-47,25
2020-03-29,Croatia,Zagreb County,-85,-59,-64,-72,-53,15
2020-03-29,Croatia,Šibenik-Knin County,-78,-47,-12,-67,-48,15
2020-03-29,Haiti,Total,-34,-31,-19,-48,-14,7
2020-03-29,Hungary,Total,-66,-43,-7,-53,-32,10
2020-03-29,Hungary,Baranya,-70,-45,27,-45,-30,9
2020-03-29,Hungary,Borsod-Abaúj-Zemplén,-59,-47,19,-38,-28,8
2020-03-29,Hungary,Budapest,-74,-40,-38,-67,-39,12
2020-03-29,Hungary,Bács-Kiskun,-62,-42,10,-47,-27,9
2020-03-29,Hungary,Békés County,-54,-39,15,-43,-23,7
2020-03-29,Hungary,Csongrád,-66,-40,-12,-39,-28,10
2020-03-29,Hungary,Fejér,-58,-43,24,-48,-30,9
2020-03-29,Hungary,Gyor-Moson-Sopron,-71,-48,-6,-51,-42,11
2020-03-29,Hungary,Hajdú-Bihar,-63,-46,34,-52,-28,9
2020-03-29,Hungary,Heves County,-62,-48,-35,-48,-34,12
2020-03-29,Hungary,Jász-Nagykun-Szolnok,-52,-38,32,-49,-25,8
2020-03-29,Hungary,Komárom-Esztergom,-57,-40,51,-46,-28,9
2020-03-29,Hungary,Nógrád County,-51,-40,-29,-30,-24,15
2020-03-29,Hungary,Pest County,-56,-42,57,-34,-31,10
2020-03-29,Hungary,Somogy County,-58,-44,1,-44,-30,10
2020-03-29,Hungary,Szabolcs-Szatmár-Bereg,-57,-52,4,-43,-25,7
2020-03-29,Hungary,Tolna County,-50,-44,,-44,-28,18
2020-03-29,Hungary,Vas County,-68,-50,19,-55,-38,13
2020-03-29,Hungary,Veszprém,-57,-44,5,-43,-33,9
2020-03-29,Hungary,Zala County,-66,-52,-25,-48,-35,11
2020-03-29,Indonesia,Total,-47,-27,-52,-54,-15,15
2020-03-29,Ireland,Total,-83,-37,-59,-78,-52,19
2020-03-29,Ireland,County Carlow,-83,-35,-52,-64,-48,9
2020-03-29,Ireland,County Cavan,-81,-39,-41,-57,-45,21
2020-03-29,Ireland,County Clare,-78,-30,-54,-74,-49,25
2020-03-29,Ireland,County Cork,-81,-40,-54,-73,-51,19
2020-03-29,Ireland,County Donegal,-81,-39,-49,-56,-47,21
2020-03-29,Ireland,County Dublin,-85,-35,-64,-82,-58,21
2020-03-29,Ireland,County Galway,-82,-36,-60,-68,-51,21
2020-03-29,Ireland,County Kerry,-83,-44,-54,-76,-53,22
2020-03-29,Ireland,County Kildare,-84,-36,-66,-71,-51,21
2020-03-29,Ireland,County Kilkenny,-82,-37,-65,-77,-47,23
2020-03-29,Ireland,County Laois,-79,-40,,-77,-48,22
2020-03-29,Ireland,County Leitrim,-93,-41,,,-50,
2020-03-29,Ireland,County Limerick,-82,-35,-57,-74,-46,21
2020-03-29,Ireland,County Longford,-77,-40,,,-45,
2020-03-29,Ireland,County Louth,-84,-39,-67,-84,-49,24
2020-03-29,Ireland,County Mayo,-85,-44,-31,-78,-47,22
2020-03-29,Ireland,County Meath,-80,-33,-54,-59,-49,21
2020-03-29,Ireland,County Monaghan,-80,-43,,-58,-49,18
2020-03-29,Ireland,County Offaly,-79,-38,-40,-65,-47,22
2020-03-29,Ireland,County Roscommon,-86,-38,,,-43,18
2020-03-29,Ireland,County Sligo,-89,-44,-48,-69,-44,9
2020-03-29,Ireland,County Tipperary,-80,-36,-61,-73,-46,21
2020-03-29,Ireland,County Waterford,-87,-45,-75,-77,-46,20
2020-03-29,Ireland,County Westmeath,-85,-48,-45,-75,-52,24
2020-03-29,Ireland,County Wexford,-83,-42,-70,-71,-52,22
2020-03-29,Ireland,County Wicklow,-89,-40,-79,-76,-53,27
2020-03-29,Israel,Total,-67,-13,-56,-61,-59,30
2020-03-29,India,Total,-77,-65,-57,-71,-47,22
2020-03-29,Iraq,Total,-64,-42,-48,-61,-55,21
2020-03-29,Italy,Total,-94,-85,-90,-87,-63,24
2020-03-29,Italy,Abruzzo,-94,-84,-89,-90,-63,24
2020-03-29,Italy,Aosta,-95,-88,-91,-86,-67,36
2020-03-29,Italy,Apulia,-94,-85,-88,-88,-64,25
2020-03-29,Italy,Basilicata,-91,-84,-77,-86,-58,22
2020-03-29,Italy,Calabria,-94,-92,-85,-90,-63,22
2020-03-29,Italy,Campania,-94,-78,-91,-89,-67,23
2020-03-29,Italy,Emilia-Romagna,-96,-94,-88,-88,-65,24
2020-03-29,Italy,Friuli-Venezia Giulia,-95,-94,-90,-83,-59,24
2020-03-29,Italy,Lazio,-94,-76,-90,-88,-62,24
2020-03-29,Italy,Liguria,-94,-80,-91,-85,-60,23
2020-03-29,Italy,Lombardy,-95,-81,-91,-89,-65,24
2020-03-29,Italy,Marche,-95,-88,-91,-86,-64,26
2020-03-29,Italy,Molise,-91,-82,-84,-80,-60,29
2020-03-29,Italy,Piedmont,-94,-82,-89,-85,-59,23
2020-03-29,Italy,Sardinia,-94,-92,-87,-81,-56,22
2020-03-29,Italy,Sicily,-95,-93,-91,-89,-68,25
2020-03-29,Italy,Trentino-South Tyrol,-96,-94,-93,-86,-65,25
2020-03-29,Italy,Tuscany,-94,-84,-91,-85,-62,25
2020-03-29,Italy,Umbria,-95,-89,-86,-81,-61,25
2020-03-29,Italy,Veneto,-96,-95,-91,-89,-62,25
2020-03-29,Jamaica,Total,-53,-36,-50,-50,-29,12
2020-03-29,Jordan,Total,-74,-52,-59,-89,-73,27
2020-03-29,Japan,Total,-26,-7,-25,-41,-9,7
2020-03-29,Japan,Aichi,-14,1,-11,-35,-5,6
2020-03-29,Japan,Akita,-1,5,19,-20,0,3
2020-03-29,Japan,Aomori,-11,1,11,-20,0,3
2020-03-29,Japan,Chiba,-43,-21,-61,-53,-15,11
2020-03-29,Japan,Ehime,-5,5,29,-12,0,3
2020-03-29,Japan,Fukui,-13,5,-18,-19,-2,6
2020-03-29,Japan,Fukuoka,-13,6,34,-34,-3,4
2020-03-29,Japan,Fukushima,-21,-7,-51,-35,-4,7
2020-03-29,Japan,Gifu,-14,3,-25,-32,-4,6
2020-03-29,Japan,Gunma,-33,-15,-55,-49,-8,9
2020-03-29,Japan,Hiroshima,-7,7,15,-24,-1,3
2020-03-29,Japan,Hokkaido,-7,3,-2,-27,-5,3
2020-03-29,Japan,Hyogo,-12,5,-10,-31,-4,5
2020-03-29,Japan,Ibaraki,-31,-16,-60,-51,-10,10
2020-03-29,Japan,Ishikawa,-8,8,-23,-30,-1,4
2020-03-29,Japan,Iwate,-5,5,6,-19,1,3
2020-03-29,Japan,Kagawa,-7,4,19,-22,-1,3
2020-03-29,Japan,Kagoshima,-5,4,16,-15,4,2
2020-03-29,Japan,Kanagawa,-55,-31,-66,-55,-23,13
2020-03-29,Japan,Kochi,-3,3,23,-7,0,2
2020-03-29,Japan,Kumamoto,-13,4,36,-14,-1,4
2020-03-29,Japan,Kyoto,-10,7,12,-32,-3,4
2020-03-29,Japan,Mie,-9,4,-20,-33,-1,5
2020-03-29,Japan,Miyagi,-14,0,-37,-35,-2,5
2020-03-29,Japan,Miyazaki,-7,7,4,-15,2,3
2020-03-29,Japan,Nagano,-31,-11,-56,-44,-4,8
2020-03-29,Japan,Nagasaki,-3,8,30,-12,3,2
2020-03-29,Japan,Nara,-7,11,10,-27,-5,4
2020-03-29,Japan,Niigata,-11,3,-22,-35,-3,5
2020-03-29,Japan,Oita,-8,5,22,-17,-1,3
2020-03-29,Japan,Okayama,-7,7,17,-18,0,3
2020-03-29,Japan,Okinawa,-9,0,-14,-27,1,3
2020-03-29,Japan,Osaka,-21,3,-8,-39,-7,6
2020-03-29,Japan,Saga,-4,6,48,-19,0,3
2020-03-29,Japan,Saitama,-51,-28,-61,-53,-20,12
2020-03-29,Japan,Shiga,-6,7,-8,-25,-2,4
2020-03-29,Japan,Shimane,1,6,45,4,5,1
2020-03-29,Japan,Shizuoka,-17,-4,-47,-38,-6,7
2020-03-29,Japan,Tochigi,-33,-16,-61,-46,-9,10
2020-03-29,Japan,Tokushima,-4,3,27,-13,0,3
2020-03-29,Japan,Tokyo,-63,-32,-66,-59,-27,14
2020-03-29,Japan,Tottori,1,9,15,-13,2,2
2020-03-29,Japan,Toyama,-6,7,-19,-26,0,4
2020-03-29,Japan,Wakayama,-6,8,16,-21,-2,4
2020-03-29,Japan,Yamagata,-3,6,-12,-27,-1,3
2020-03-29,Japan,Yamaguchi,-4,9,49,-6,1,3
2020-03-29,Japan,Yamanashi,-29,-13,-56,-51,-9,8
2020-03-29,Kenya,Total,-45,-33,-20,-39,-22,17
2020-03-29,Kyrgyzstan,Total,-74,-64,-32,-70,-43,15
2020-03-29,Cambodia,Total,-43,-29,-31,-57,-15,12
2020-03-29,South Korea,Total,-19,11,51,-17,-12,6
2020-03-29,Kuwait,Total,-56,-30,-48,-49,-42,23
2020-03-29,Kuwait,Al Ahmadi Governorate,-52,-28,-40,-37,-34,20
2020-03-29,Kuwait,Al Asimah Governate,-65,-34,-56,-53,-50,21
2020-03-29,Kuwait,Al Farwaniyah Governorate,-50,-31,-47,-55,-37,24
2020-03-29,Kuwait,Al Jahra Governorate,-46,-30,-38,-18,-32,19
2020-03-29,Kuwait,Hawalli Governorate,-61,-28,-53,-40,-52,26
2020-03-29,Kuwait,Mubarak Al-Kabeer Governorate,-56,-34,-51,-42,-52,21
2020-03-29,Kazakhstan,Total,-45,-24,-20,-32,-17,9
2020-03-29,Laos,Total,-45,-23,-18,-47,-9,11
2020-03-29,Lebanon,Total,-73,-48,-59,-84,-41,15
2020-03-29,Liechtenstein,Total,-90,-22,,,,
2020-03-29,Sri Lanka,Total,-86,-87,-57,-78,-50,32
2020-03-29,Lithuania,Total,-72,-38,-28,-63,-33,11
2020-03-29,Lithuania,Alytus County,-71,-36,0,-70,-32,17
2020-03-29,Lithuania,Kaunas County,-74,-40,-48,-68,-33,11
2020-03-29,Lithuania,Klaipėda County,-73,-31,-43,-59,-36,11
2020-03-29,Lithuania,Marijampolė County,-64,-39,-35,-41,-27,18
2020-03-29,Lithuania,Panevėžys County,-70,-36,-32,-63,-26,7
2020-03-29,Lithuania,Tauragė County,-60,-31,,-46,-23,15
2020-03-29,Lithuania,Telšiai County,-67,-40,-18,-44,-24,17
2020-03-29,Lithuania,Utena County,-63,-22,1,-35,-23,16
2020-03-29,Lithuania,Vilnius County,-74,-41,-22,-67,-40,12
2020-03-29,Lithuania,Šiauliai County,-73,-39,-41,-38,-30,7
2020-03-29,Luxembourg,Total,-90,-70,-66,-78,-60,23
2020-03-29,Latvia,Total,-50,-22,-18,-48,-25,7
2020-03-29,Libya,Total,-49,-28,-32,-52,-36,21
2020-03-29,Moldova,Total,-67,-44,-43,-68,-37,12
2020-03-29,North Macedonia,Total,-74,-41,-44,-69,-51,18
2020-03-29,Mali,Total,-25,-18,-12,-36,0,9
2020-03-29,Myanmar,Total,-46,-29,-19,-35,-10,12
2020-03-29,Mongolia,Total,-16,5,5,-16,-2,2
2020-03-29,Malta,Total,-76,-38,-45,-57,-49,19
2020-03-29,Mauritius,Total,-89,-86,-88,-89,-69,24
2020-03-29,Mauritius,Flacq District,-92,-89,-88,,-72,8
2020-03-29,Mauritius,Grand Port District,-94,-90,-90,-94,-70,8
2020-03-29,Mauritius,Moka District,-97,-76,,-74,-65,8
2020-03-29,Mauritius,Pamplemousses District,-81,-82,-91,-81,-67,7
2020-03-29,Mauritius,Plaines Wilhems District,-91,-88,,-92,-71,37
2020-03-29,Mauritius,Port Louis District,-88,-89,-85,-87,-65,6
2020-03-29,Mauritius,Rivière Noire District,-92,-88,-91,-82,-73,8
2020-03-29,Mauritius,Rivière du Rempart District,-93,-93,-100,,-67,8
2020-03-29,Mauritius,Rodrigues District,,,-55,,-62,
2020-03-29,Mauritius,Savanne District,-91,-83,-28,,-69,
2020-03-29,Mexico,Total,-45,-19,-46,-47,-20,11
2020-03-29,Malaysia,Total,-81,-58,-68,-83,-52,31
2020-03-29,Mozambique,Total,-26,-13,-22,-29,1,10
2020-03-29,Namibia,Total,-56,-42,-39,-74,-28,16
2020-03-29,Niger,Total,-23,-15,-19,-25,-1,9
2020-03-29,Nigeria,Total,-39,-25,-24,-34,-11,15
2020-03-29,Nicaragua,Total,-45,-25,-31,-38,-17,11
2020-03-29,Netherlands,Total,-65,-29,-30,-68,-35,11
2020-03-29,Netherlands,Drenthe,-61,-30,-27,-58,-29,9
2020-03-29,Netherlands,Flevoland,-56,-25,-5,-63,-34,10
2020-03-29,Netherlands,Friesland,-57,-28,-11,-51,-28,9
2020-03-29,Netherlands,Gelderland,-66,-28,-29,-62,-33,10
2020-03-29,Netherlands,Groningen,-65,-31,2,-63,-33,10
2020-03-29,Netherlands,Limburg,-76,-34,-59,-65,-38,12
2020-03-29,Netherlands,North Brabant,-68,-28,-33,-71,-34,12
2020-03-29,Netherlands,North Holland,-66,-31,-35,-78,-40,12
2020-03-29,Netherlands,Overijssel,-67,-29,-25,-66,-34,11
2020-03-29,Netherlands,South Holland,-60,-26,-22,-64,-35,11
2020-03-29,Netherlands,Utrecht,-60,-32,-17,-70,-36,11
2020-03-29,Netherlands,Zeeland,-69,-40,-46,-57,-31,10
2020-03-29,Norway,Total,-65,-32,-5,-57,-34,11
2020-03-29,Norway,Agder,-59,-21,-1,-39,-31,9
2020-03-29,Norway,Innlandet,-66,-37,-8,-54,-32,10
2020-03-29,Norway,Møre og Romsdal,-73,-38,-40,-67,-29,10
2020-03-29,Norway,Nordland,-61,-18,24,-71,-24,8
2020-03-29,Norway,Oslo,-68,-26,-7,-64,-45,14
2020-03-29,Norway,Rogaland,-61,-38,4,-58,-35,11
2020-03-29,Norway,Troms Og Finnmark,-74,-46,-24,-71,-32,10
2020-03-29,Norway,Trondelag,-74,-41,-15,-68,-37,13
2020-03-29,Norway,Vestfold Og Telemark,-59,-23,13,-52,-30,10
2020-03-29,Norway,Vestland,-71,-47,-31,-66,-36,12
2020-03-29,Norway,Viken,-56,-21,24,-59,-33,11
2020-03-29,Nepal,Total,-78,-69,-55,-74,-72,28
2020-03-29,New Zealand,Total,-91,-54,-78,-84,-59,22
2020-03-29,New Zealand,Auckland,-89,-55,-70,-83,-64,25
2020-03-29,New Zealand,Bay Of Plenty,-92,-51,-86,-83,-52,22
2020-03-29,New Zealand,Canterbury,-90,-56,-83,-90,-60,22
2020-03-29,New Zealand,Gisborne,-100,-48,-88,,-47,
2020-03-29,New Zealand,Hawke's Bay,-94,-53,-78,-84,-51,31
2020-03-29,New Zealand,Manawatu-Wanganui,-93,-50,-76,-84,-54,33
2020-03-29,New Zealand,Marlborough,-92,-60,-83,-91,-25,0
2020-03-29,New Zealand,Nelson,-100,-60,-81,,-61,4
2020-03-29,New Zealand,Northland,-93,-55,-86,-86,-52,32
2020-03-29,New Zealand,Otago,-95,-62,-82,-91,-64,39
2020-03-29,New Zealand,Southland,-96,-53,-83,,-48,17
2020-03-29,New Zealand,Taranaki,-95,-52,-86,,-51,17
2020-03-29,New Zealand,Tasman,-90,-67,-89,,-54,
2020-03-29,New Zealand,Waikato,-94,-55,-84,-82,-57,23
2020-03-29,New Zealand,Wellington,-93,-54,-63,-84,-62,20
2020-03-29,New Zealand,West Coast,-100,-61,-87,,-54,
2020-03-29,Oman,Total,-52,-35,-41,-64,-34,17
2020-03-29,Panama,Total,-84,-61,-78,-77,-59,31
2020-03-29,Peru,Total,-82,-57,-76,-83,-55,29
2020-03-29,Papua New Guinea,Total,-20,-9,-12,-46,11,
2020-03-29,Philippines,Total,-81,-59,-59,-82,-54,26
2020-03-29,Pakistan,Total,-70,-55,-45,-62,-41,18
2020-03-29,Poland,Total,-78,-59,-59,-71,-36,13
2020-03-29,Poland,Greater Poland Voivodeship,-80,-61,-62,-73,-37,13
2020-03-29,Poland,Kuyavian-Pomeranian Voivodeship,-79,-63,-73,-78,-33,12
2020-03-29,Poland,Lesser Poland Voivodeship,-84,-65,-69,-78,-41,14
2020-03-29,Poland,Lower Silesian Voivodeship,-82,-65,-71,-77,-38,13
2020-03-29,Poland,Lublin Voivodeship,-71,-44,-25,-71,-32,12
2020-03-29,Poland,Lubusz Voivodeship,-77,-65,-55,-72,-37,12
2020-03-29,Poland,Masovian Voivodeship,-77,-54,-60,-70,-35,13
2020-03-29,Poland,Opole Voivodeship,-79,-62,-55,-72,-37,12
2020-03-29,Poland,Podkarpackie Voivodeship,-71,-46,-11,-71,-36,13
2020-03-29,Poland,Podlaskie Voivodeship,-75,-47,-17,-60,-32,11
2020-03-29,Poland,Pomeranian Voivodeship,-82,-64,-78,-78,-38,14
2020-03-29,Poland,Silesian Voivodeship,-77,-58,-50,-65,-35,13
2020-03-29,Poland,Swietokrzyskie,-74,-44,-26,-67,-34,12
2020-03-29,Poland,Warmian-Masurian Voivodeship,-77,-60,-63,-73,-35,11
2020-03-29,Poland,West Pomeranian Voivodeship,-80,-66,-76,-69,-39,12
2020-03-29,Poland,Łódź Voivodeship,-74,-55,-49,-66,-29,13
2020-03-29,Puerto Rico,Total,-77,-51,-75,-79,-48,21
2020-03-29,Portugal,Total,-83,-59,-80,-78,-53,22
2020-03-29,Portugal,Aveiro District,-83,-61,-84,-83,-53,24
2020-03-29,Portugal,Azores,-83,-56,-66,-87,-47,18
2020-03-29,Portugal,Beja District,-83,-59,-60,,-40,24
2020-03-29,Portugal,Braga,-83,-60,-82,-76,-52,24
2020-03-29,Portugal,Bragança District,-85,-66,-57,-78,-52,18
2020-03-29,Portugal,Castelo Branco District,-81,-61,-65,-76,-48,31
2020-03-29,Portugal,Coimbra District,-83,-61,-80,-77,-48,23
2020-03-29,Portugal,Faro District,-83,-60,-78,-82,-54,21
2020-03-29,Portugal,Guarda District,-86,-64,-75,-68,-46,28
2020-03-29,Portugal,Leiria District,-85,-62,-85,-81,-50,23
2020-03-29,Portugal,Lisbon,-84,-58,-82,-79,-56,22
2020-03-29,Portugal,Madeira,-89,-63,-86,-77,-60,27
2020-03-29,Portugal,Portalegre District,-85,-63,-70,,-42,24
2020-03-29,Portugal,Porto District,-84,-59,-82,-79,-54,23
2020-03-29,Portugal,Santarém District,-83,-59,-77,-81,-46,20
2020-03-29,Portugal,Setubal,-82,-56,-78,-74,-54,20
2020-03-29,Portugal,Viana do Castelo District,-85,-68,-76,-76,-51,26
2020-03-29,Portugal,Vila Real District,-86,-64,-71,-72,-52,33
2020-03-29,Portugal,Viseu District,-82,-60,-65,-61,-48,22
2020-03-29,Portugal,Évora District,-83,-59,-78,-77,-48,29
2020-03-29,Paraguay,Total,-68,-52,-71,-76,-30,23
2020-03-29,Qatar,Total,-51,-25,-34,-52,-31,22
2020-03-29,Reunion,Total,-96,-88,-92,-82,,
2020-03-29,Romania,Total,-81,-53,-60,-72,-39,15
2020-03-29,Romania,Alba County,-83,-58,-49,-62,-45,12
2020-03-29,Romania,Arad County,-81,-55,-45,-69,-38,15
2020-03-29,Romania,Argeș County,-79,-54,-45,-73,-36,15
2020-03-29,Romania,Bacău County,-80,-55,-47,-77,-38,15
2020-03-29,Romania,Bihor County,-80,-59,-39,-64,-38,14
2020-03-29,Romania,Bistrița-Năsăud County,-82,-64,-64,-64,-43,17
2020-03-29,Romania,Botoșani County,-77,-51,-6,-67,-38,14
2020-03-29,Romania,Brașov County,-85,-61,-79,-79,-43,17
2020-03-29,Romania,Brăila County,-78,-47,-71,-70,-31,15
2020-03-29,Romania,Bucharest,-85,-50,-86,-74,-45,18
2020-03-29,Romania,Buzău County,-76,-56,-50,-59,-29,15
2020-03-29,Romania,Caraș-Severin County,-77,-56,-53,-69,-41,19
2020-03-29,Romania,Cluj County,-85,-62,-66,-77,-45,17
2020-03-29,Romania,Constanța County,-80,-49,-72,-69,-37,16
2020-03-29,Romania,Covasna County,-85,-61,-60,-61,-36,20
2020-03-29,Romania,Călărași County,-65,-50,-53,-60,-24,14
2020-03-29,Romania,Dolj County,-78,-53,-58,-67,-32,14
2020-03-29,Romania,Dâmbovița County,-76,-52,-50,-61,-32,14
2020-03-29,Romania,Galați,-80,-51,-66,-71,-38,16
2020-03-29,Romania,Giurgiu County,-63,-38,-37,-45,-19,14
2020-03-29,Romania,Gorj County,-73,-48,-50,-67,-36,15
2020-03-29,Romania,Harghita County,-79,-65,-60,-60,-40,18
2020-03-29,Romania,Hunedoara County,-82,-53,-66,-67,-44,14
2020-03-29,Romania,Ialomița County,-62,-49,-47,-63,-28,17
2020-03-29,Romania,Iași County,-82,-53,-57,-73,-39,17
2020-03-29,Romania,Ilfov County,-78,-47,-61,-78,-39,16
2020-03-29,Romania,Maramureș County,-81,-58,-44,-67,-44,13
2020-03-29,Romania,Mehedinți County,-78,-48,-51,-64,-33,20
2020-03-29,Romania,Mureș County,-81,-58,-61,-68,-37,14
2020-03-29,Romania,Neamț County,-80,-55,-62,-79,-39,16
2020-03-29,Romania,Olt County,-70,-46,-53,-66,-35,13
2020-03-29,Romania,Prahova,-81,-56,-72,-73,-36,14
2020-03-29,Romania,Satu Mare County,-82,-58,-39,-72,-40,13
2020-03-29,Romania,Sibiu,-83,-63,-70,-73,-42,15
2020-03-29,Romania,Suceava County,-85,-65,-49,-78,-48,17
2020-03-29,Romania,Sălaj,-82,-50,-55,-64,-36,16
2020-03-29,Romania,Teleorman County,-56,-47,-21,-55,-24,13
2020-03-29,Romania,Timiș County,-83,-54,-71,-74,-42,16
2020-03-29,Romania,Tulcea County,-79,-53,-60,-71,-33,16
2020-03-29,Romania,Vaslui County,-76,-53,-28,-68,-37,13
2020-03-29,Romania,Vrancea County,-81,-56,-36,-74,-37,17
2020-03-29,Romania,Vâlcea County,-78,-52,-50,-66,-36,14
2020-03-29,Rwanda,Total,-56,-57,-18,-75,-31,22
2020-03-29,Saudi Arabia,Total,-54,-24,-49,-75,-45,23
2020-03-29,Sweden,Total,-24,-10,43,-36,-18,5
2020-03-29,Sweden,Blekinge County,-6,-5,26,-23,-18,9
